序号,题名,作者,来源,发表时间,数据库,被引,下载
1340,出口贸易是否提高了我国企业的生产率?——基于中国2007年制造业企业数据的检验,李春顶 赵美英,财经研究,2010-04-03,期刊,97,1254
1341,日本研发产业的空间集聚与影响因素分析,王承云,地理学报,2010-04-15,期刊,43,1605
1342,流动性约束下我国居民消费行为的二元结构与地区差异,唐绍祥 汪浩瀚 徐建军,数量经济技术经济研究,2010-03-05,期刊,49,1301
1343,基于主成分分析与层次分析的三峡库区耕地集约利用对比,曹银贵 周伟 王静 袁春 赵丽,农业工程学报,2010-04-30,期刊,109,1874
1344,基层自主性何以可能——关于乡村集体企业兴衰现象的制度分析,熊万胜,社会学研究,2010-05-20,期刊,26,1773
1345,上司支持感知对下属建言行为的影响及其作用机制,李锐 凌文辁 方俐洛,中国软科学,2010-04-28,期刊,94,1800
1346,财务重述:国外研究述评与展望,何威风,审计研究,2010-03-28,期刊,90,2968
1347,政治联系与审计师选择,杜兴强 周泽将,审计研究,2010-03-28,期刊,83,2006
1348,区域创新能力影响因素的空间面板数据分析,王锐淇 张宗益,科研管理,2010-05-20,期刊,64,2375
1349,基于股利变更公告的股利信号效应研究,吕长江 许静静,南开管理评论,2010-04-08,期刊,90,1850
1350,高级管理人员变更、股权特征与盈余管理——来自中国上市公司的经验证据,朱星文 廖义刚 谢盛纹,南开管理评论,2010-04-08,期刊,88,2345
1351,空间统计学进展及其在经济地理研究中的应用,杨振山 蔡建明,地理科学进展,2010-06-15,期刊,39,2039
1352,中国地区经济差距演变及其产业分解,干春晖 郑若谷,中国工业经济,2010-06-17,期刊,48,1725
1353,家庭社会资本、相对收入与主观幸福感:一个浙西农村的实证研究,裴志军,农业经济问题,2010-07-23,期刊,52,2034
1354,不同产权性质下股权结构对投资行为的影响——来自中国上市公司的经验证据,杨清香 俞麟 胡向丽,中国软科学,2010-07-28,期刊,94,1950
1355,对大学生以创业带动就业的思考,辜胜阻 洪群联,教育研究,2010-05-15,期刊,79,3880
1356,基于SVAR模型的中国产出缺口估计及评价,郭红兵 陈平,数量经济技术经济研究,2010-05-05,期刊,41,1776
1357,土地变化科学中的尺度问题与解决途径,陈睿山 蔡运龙,地理研究,2010-07-15,期刊,42,1372
1358,甘肃酒泉大规模风电参与电力市场模式及其消纳方案,徐玮 杨玉林 李政光 胡殿刚 夏天 康重庆,电网技术,2010-06-05,期刊,69,1604
1359,超主权货币、多元货币体系、人民币国际化和中国核心利益,李永宁 郑润祥 黄明皓,国际金融研究,2010-07-12,期刊,41,2578
1360,对中国各省资本存量的估计及典型性事实:1978～2008,孙辉 支大林 李宏瑾,广东金融学院学报,2010-05-20,期刊,122,2123
1361,基于三阶段DEA模型的中国物流产业技术效率研究,钟祖昌,财经研究,2010-09-03,期刊,65,1460
1362,企业生命周期理论与上市公司现金股利分配实证研究,宋福铁 梁新颖,财经研究,2010-09-03,期刊,51,2369
1363,我国金融业改征增值税的现实意义、国际经验借鉴与政策建议,杨默如,财贸经济,2010-08-10,期刊,87,2701
1364,苏南农户土地承包经营权置换城镇社会保障前后福利变化的模糊评价——基于森的可行能力视角,徐烽烽 李放 唐焱,中国农村经济,2010-08-30,期刊,40,1369
1365,承诺型人力资源管理实践、知识分享和组织创新的关系研究,阎海峰 陈灵燕,南开管理评论,2010-10-08,期刊,49,2819
1366,控股权性质、IPO与银行信贷资源配置——基于金融发展环境的分析,朱凯 万华林 陈信元,金融研究,2010-05-25,期刊,40,2283
1367,上市公司高管证券背景影响分析师预测吗?,宋乐 张然,金融研究,2010-05-25,期刊,38,2357
1368,城乡一体化的理论渊源及其嬗变轨迹考察,薛晴 霍有光,经济地理,2010-11-26,期刊,73,3169
1369,我国农业现代化发展水平评价指标体系的构建和测算,辛岭 蒋和平,农业现代化研究,2010-11-15,期刊,173,3561
1370,揭开保险合同准备金计量的面纱——对IASB保险合同会计准则征求意见稿的述评,郭菁,会计研究,2010-09-15,期刊,39,1647
1371,中国的贸易基础支持人民币区域化吗?,李超,金融研究,2010-07-25,期刊,35,1216
1372,收入对幸福感的影响研究:绝对水平和相对地位,官皓,南开经济研究,2010-10-22,期刊,81,1849
1373,管理层讨论与分析是否提供了有用信息?——基于亏损上市公司的实证探索,薛爽 肖泽忠 潘妙丽,管理世界,2010-05-15,期刊,46,2183
1374,限售股解禁的价格效应研究,黄张凯 赵龙凯 祖国鹏,金融研究,2010-09-25,期刊,30,1448
1375,基于动态Nelson-Siegel模型的国债管理策略分析,余文龙 王安兴,经济学(季刊),2010-07-31,期刊,33,940
1376,市场失灵还是体制扭曲——重复建设形成机理研究中的争论、缺陷与新进展,江飞涛 曹建海,中国工业经济,2009-01-17,期刊,119,2556
1377,省际边缘区经济发展差异时空格局及驱动机制——以淮海经济区为例,仇方道 佟连军 朱传耿 杨如树,地理研究,2009-03-15,期刊,111,2065
1378,嵌入社会责任与扩展公司财务理论,李心合,会计研究,2009-01-15,期刊,109,2905
1379,融资约束与企业投资-现金流量敏感度的再检验:来自中国上市公司的证据,郭丽虹 马文杰,世界经济,2009-02-10,期刊,121,3253
1380,“大小非”减持中的盈余管理,蔡宁 魏明海,审计研究,2009-03-28,期刊,139,2313
1381,产权保护、公允价值与会计改革,曹越 伍中信,会计研究,2009-02-15,期刊,123,3304
1382,公司创业导向、双元能力与组织绩效,张玉利 李乾文,管理科学学报,2009-02-15,期刊,158,3320
1383,环境约束下的经济增长效率及其影响因素,岳书敬 刘富华,数量经济技术经济研究,2009-05-05,期刊,103,1819
1384,银行利差多维度量及影响因素:基于中国银行业1998-2006年经验证据,赵旭,金融研究,2009-01-25,期刊,86,2322
1385,我国中小企业信用担保体系的国际借鉴——以日本为例,王丽珠,国际金融研究,2009-07-12,期刊,78,3129
1386,经济波动、不良贷款与银行业系统性风险,李麟 索彦峰,国际金融研究,2009-06-12,期刊,104,2628
1387,会计准则变革与子公司盈余信息的决策有用性——来自中国资本市场的经验证据,陆正飞 张会丽,会计研究,2009-05-15,期刊,69,3089
1388,经济周期与上市公司经营绩效背离之谜,李远鹏,经济研究,2009-03-20,期刊,73,3938
1389,中国消费者购买意向模型——对Fishbein合理行为模型的修正,李东进 吴波 武瑞娟,管理世界,2009-01-15,期刊,137,4435
1390,企业间技术外溢的测度,沈坤荣 李剑,经济研究,2009-04-20,期刊,61,2535
1391,企业发展过程中的领导风格演变:案例研究,吴春波 曹仰锋 周长辉,管理世界,2009-02-15,期刊,76,6810
1392,商业银行组合信用风险经济资本测度方法研究,杨继光 刘海龙,金融研究,2009-04-25,期刊,62,2940
1393,基于二次创新动态过程的组织学习模式演进——杭氧1996～2008纵向案例研究,吴晓波 马如飞 毛茜敏,管理世界,2009-02-15,期刊,103,3383
1394,次贷危机的扩散传导机制研究,张明 付立春,世界经济,2009-08-10,期刊,62,2208
1395,中国经济收敛速度的估计,周亚虹 朱保华 刘俐含,经济研究,2009-06-20,期刊,60,2790
1396,政治控制、财政补贴与道德风险:国有银行不良资产的理论模型,俞乔 赵昌文,经济研究,2009-06-20,期刊,68,3573
1397,国际货币体系的历史、现状——兼论人民币国际化的选择,李伏安 林杉,金融研究,2009-05-25,期刊,72,4321
1398,最终控制人性质、两权分离度与机构投资者持股——兼论不同类型机构投资者的差异,宋玉,南开管理评论,2009-10-08,期刊,80,2618
1399,IASB与FASB金融工具会计准则联合改进项目的背景、进展及评价,杨海峰,会计研究,2009-08-15,期刊,86,2160
1400,中国性别工资差异的分位数回归分析,陈建宝 段景辉,数量经济技术经济研究,2009-10-05,期刊,72,2907
1451,煤炭资源开发对中国煤炭城市经济增长的影响——基于资源诅咒学说的经验研究,邵帅,财经研究,2010-03-03,期刊,72,2127
1452,“时空接近”空间自相关模型构建及其应用——以长三角区域经济差异分析为例,吕韬 曹有挥,地理研究,2010-02-15,期刊,60,2797
1453,控制权、控制权与现金流权偏离度对并购的影响——来自中国民营上市公司的经验证据,朱冬琴 陈文浩,财经研究,2010-02-03,期刊,86,1765
1454,全球金融危机下中国外汇储备币种构成的选择,孔立平,国际金融研究,2010-03-12,期刊,63,2497
1455,盈余管理、事务所客户资源控制权的归属与审计质量——来自中国证券市场的经验证据,王少飞 唐松 李增泉 姜蕾,审计研究,2010-01-28,期刊,53,2909
1456,中国战略性新兴产业培育及其政策取向,朱瑞博,改革,2010-03-15,期刊,333,5480
1457,中国海水养殖大产业架构的战略思考,雷霁霖,中国水产科学,2010-05-15,期刊,76,1431
1458,中国绿色食品产业演进及其阶段特征与发展战略,韩杨,中国农村经济,2010-02-28,期刊,54,1963
1459,金融非均衡发展与城乡收入差距的库兹涅茨效应研究——基于中国县域截面数据的实证分析,胡宗义 刘亦文,统计研究,2010-05-15,期刊,122,2088
1460,现收现付制养老保险对储蓄的影响——基于中国面板数据的实证研究,石阳 王满仓,数量经济技术经济研究,2010-03-05,期刊,48,2167
1461,我国制造业不同外包形式的就业效应研究——基于动态劳动需求模型的实证检验,陈仲常 马红旗,中国工业经济,2010-04-17,期刊,45,1338
1462,中国民营上市公司的家族治理与企业价值,王明琳 陈凌 叶长兵,南开管理评论,2010-04-08,期刊,73,2171
1463,关于系统性风险识别方法的研究,龚明华 宋彤,国际金融研究,2010-05-12,期刊,73,2386
1464,中国对外直接投资逆向技术溢出的影响因素分析,欧阳艳艳,世界经济研究,2010-04-25,期刊,101,2849
1465,基于LEAP的厦门市节能与温室气体减排潜力情景分析,曹斌 林剑艺 崔胜辉 唐立娜,生态学报,2010-06-23,期刊,52,1213
1466,长三角地区经济收敛及其作用机制:1993～2006,张学良,世界经济,2010-03-10,期刊,42,1932
1467,农户参加新农保的意愿及其影响因素——基于广东珠海斗门、茂名茂南的调查,张朝华,农业技术经济,2010-06-26,期刊,116,1513
1468,内部审计有效性与持续改进,陈武朝,审计研究,2010-05-28,期刊,62,3024
1469,次贷危机、市场风险与股市间相依性,吴吉林 张二华,世界经济,2010-03-10,期刊,49,1183
1470,山区资源环境承载力研究现状与关键问题,邓伟,地理研究,2010-06-15,期刊,43,2147
1471,中国产业能源消费碳排放结构及其减排敏感性分析,刘红光 刘卫东 唐志鹏,地理科学进展,2010-06-15,期刊,56,1905
1472,数据业务时代我国移动通信产业链整合模式及绩效研究——基于双边市场理论的分析视角,张新香 胡立君,中国工业经济,2010-06-17,期刊,38,1747
1473,基于社会认知理论的消费者采用模型与实证研究,朱阁 马龙 Sangwan Sunanda 吕廷杰,南开管理评论,2010-06-08,期刊,51,2620
1474,基于环境会计信息视角下的企业环境风险评价与控制研究,袁广达,会计研究,2010-04-15,期刊,43,3928
1475,辽中南城市群城市规模分布演变特征,苏飞 张平宇,地理科学,2010-06-15,期刊,60,1943
1476,我国商业银行利差影响因素研究,程茂勇 赵红,数量经济技术经济研究,2010-05-05,期刊,43,1383
1477,房地产泡沫、金融危机与中国宏观经济政策的调整,昌忠泽,经济学家,2010-07-05,期刊,75,4679
1478,中国煤电能源链的生命周期碳排放系数计量,夏德建 任玉珑 史乐峰,统计研究,2010-08-15,期刊,78,1759
1479,公司治理结构对内部控制影响程度的实证分析,张先治 戴文涛,财经问题研究,2010-07-05,期刊,192,4288
1480,基于AHP-DEA模型的农村金融生态环境评价——以湖南省为例,周妮笛,中国农村观察,2010-07-13,期刊,53,2057
1481,政治联系、私人关系、事务所选择与审计合谋,刘启亮 周连辉 付杰 肖建,审计研究,2010-07-28,期刊,42,1778
1482,产业集聚效应与工业能源效率研究——基于中国25个工业行业的实证分析,王海宁 陈媛媛,财经研究,2010-09-03,期刊,53,1822
1483,发展战略、产业升级与战略性新兴产业选择,肖兴志 韩超 赵文霞 邓菁 齐鹰飞 曹志来 郭晓丹 万丛颖 李姝 王建林 王岭 王雅洁 李少林,财经问题研究,2010-08-05,期刊,123,4777
1484,领导支持行为促进员工创造力的机理研究,王端旭 洪雁,南开管理评论,2010-08-08,期刊,65,2425
1485,并购整合对并购公司绩效的影响——基于中国液化气行业的研究,李善民 刘永新,南开管理评论,2010-08-08,期刊,62,2867
1486,我国省级审计机关审计质量的实证分析(2002-2006),黄溶冰 王跃堂,会计研究,2010-06-15,期刊,39,1961
1487,我国能源效率关键影响因素的实证研究,吴琦 武春友,科研管理,2010-09-20,期刊,71,1540
1488,中日双边产业内贸易及影响因素实证研究,赵放 李季,世界经济研究,2010-10-25,期刊,59,1964
1489,银行道德风险、利益侵占与信贷资金配置效率——基于中国上市公司的经验证据,万良勇,金融研究,2010-04-25,期刊,38,2184
1490,产业聚集对区域创新能力的影响及其行业差异,刘军 李廉水 王忠,科研管理,2010-11-20,期刊,62,1531
